a,b,c,class
-6.0445,-3.3322,6.9021,1
-6.2188,-3.9495,7.367,1
-6.0185,-3.4243,6.9245,1
-6.1625,-3.2746,6.9785,1
-6.4892,-3.5955,7.4187,1
-6.52,-3.2121,7.2683,1
-6.197,-3.2474,6.9963,1
-5.9987,-3.0078,6.7105,1
-6.0302,-2.9717,6.7227,1
-6.0271,-3.05,6.7549,1
-6.644,-3.2827,7.4107,1
-6.2777,-3.3748,7.1273,1
-6.2874,-3.4463,7.17,1
-6.437,-2.8703,7.0479,1
-6.5606,-3.1496,7.2775,1
-6.2643,-3.0738,6.9778,1
-6.516,-2.8873,7.127,1
-6.7626,-3.7288,7.7225,1
-6.8038,-3.1493,7.4973,1
-5.9859,-3.549,6.9589,1
-5.9435,-3.2779,6.7875,1
-5.9539,-3.2684,6.792,1
-6.2376,-3.3713,7.0904,1
-6.618,-3.231,7.3646,1
-6.4727,-3.3145,7.272,1
-6.8266,-3.3358,7.598,1
-6.55,-3.3243,7.3453,1
-6.4186,-2.8504,7.023,1
-6.3137,-3.5066,7.2221,1
-6.4002,-2.5674,6.8959,1
-6.8428,-2.8525,7.4135,1
-6.1258,-3.2761,6.9468,1
-6.9537,-2.5614,7.4104,1
-6.6689,-2.8012,7.2333,1
-6.1534,-2.4502,6.6233,1
-6.3395,-3.0327,7.0276,1
-6.2941,-2.6358,6.8237,1
-6.8148,-2.9403,7.4221,1
-6.9275,-2.5569,7.3843,1
-7.0218,-2.7845,7.5537,1
-6.3848,-2.8606,6.9963,1
-6.9593,-2.6478,7.446,1
-6.1288,-3.0634,6.8518,1
-6.4357,-2.4889,6.9002,1
-6.8181,-3.1214,7.4986,1
-6.0836,-2.5143,6.5827,1
-6.7459,-2.4796,7.1872,1
-6.4432,-3.0203,7.116,1
-6.1078,-3.0268,6.8167,1
-6.9332,-3.0121,7.5592,1
-6.2332,-2.5334,6.7284,1
-6.2337,-2.7111,6.7977,1
-6.2836,-2.6438,6.8171,1
-6.6805,-2.3203,7.072,1
-6.551,-2.0652,6.8688,1
-7.0203,-2.3643,7.4077,1
-7.0854,-2.4382,7.4932,1
-6.9453,-2.8605,7.5113,1
-6.8028,-2.1682,7.14,1
-6.4478,-2.6649,6.9768,1
-6.4076,-2.1057,6.7447,1
-6.8386,-1.8272,7.0785,1
-6.1829,-2.079,6.5231,1
-6.366,-2.1124,6.7073,1
-6.284,-1.8534,6.5516,1
-6.4359,-2.4449,6.8846,1
-6.9017,-2.0222,7.1919,1
-6.2401,-2.3871,6.6811,1
-6.2108,-2.124,6.5639,1
-6.405,-2.1758,6.7645,1
-7.054,-2.5923,7.5152,1
-6.7376,-1.8442,6.9854,1
-6.5259,-2.5641,7.0116,1
-6.8737,-2.3754,7.2726,1
-6.8235,-2.1718,7.1608,1
-7.0863,-2.0128,7.3666,1
-6.8712,-1.7575,7.0924,1
-7.0719,-1.8297,7.3048,1
-7.235,-1.8444,7.4664,1
-6.8102,-2.5045,7.2561,1
-6.6984,-1.7409,6.9209,1
-7.0713,-1.643,7.2597,1
-7.0129,-2.1008,7.3208,1
-7,-1.5495,7.1694,1
-6.5869,-2.3534,6.9947,1
-6.3506,-1.4423,6.5123,1
-6.3987,-1.4024,6.5506,1
-6.8646,-1.4005,7.006,1
-6.7234,-2.2036,7.0753,1
-7.1398,-1.5754,7.3115,1
-6.4174,-1.6047,6.615,1
-6.6555,-1.4563,6.813,1
-6.7132,-1.3102,6.8399,1
-6.8617,-2.0892,7.1727,1
-6.5804,-2.0681,6.8977,1
-6.9535,-1.3809,7.0893,1
-7.157,-1.3556,7.2843,1
-6.4761,-1.3647,6.6183,1
-7.2345,-1.732,7.4389,1
-6.8769,-1.2331,6.9866,1
-6.6498,-1.4077,6.7972,1
-6.9302,-1.0169,7.0044,1
-6.7025,-1.8517,6.9536,1
-6.8688,-1.5097,7.0328,1
-6.7337,-1.6346,6.9293,1
-6.7571,-1.4207,6.9048,1
-7.2745,-1.3601,7.4006,1
-7.0076,-1.6531,7.1999,1
-7.3169,-1.401,7.4498,1
-6.835,-1.5278,7.0037,1
-6.6132,-1.0619,6.6979,1
-7.3104,-1.2394,7.4147,1
-7.3263,-1.284,7.438,1
-6.5239,-1.0747,6.6118,1
-6.3586,-1.1862,6.4683,1
-7.1571,-1.7528,7.3686,1
-6.8468,-0.78602,6.8918,1
-6.7308,-1.4365,6.8824,1
-6.4782,-1.1949,6.5875,1
-7.2239,-1.1209,7.3103,1
-7.0536,-1.5916,7.2309,1
-6.5478,-1.0634,6.6336,1
-6.9472,-0.70159,6.9825,1
-6.6955,-0.70658,6.7327,1
-6.9772,-0.62328,7.005,1
-7.1346,-1.4053,7.2717,1
-6.6801,-1.1409,6.7768,1
-6.7746,-0.72015,6.8128,1
-7.0864,-0.5552,7.1081,1
-7.0017,-1.3837,7.1371,1
-6.6849,-0.80947,6.7337,1
-7.0678,-0.47584,7.0838,1
-7.0226,-0.53421,7.0429,1
-6.9397,-0.92718,7.0014,1
-7.0432,-0.79129,7.0875,1
-7.3437,-0.92315,7.4015,1
-6.7189,-0.63367,6.7487,1
-6.6687,-0.46983,6.6852,1
-6.7548,-0.45063,6.7698,1
-6.6278,-1.0642,6.7127,1
-7.0825,-0.67761,7.1148,1
-6.5482,-0.2978,6.555,1
-6.6326,-1.0332,6.7126,1
-6.6042,-0.39607,6.6161,1
-6.513,-0.68915,6.5494,1
-7.058,-0.53509,7.0783,1
-7.0125,-0.63529,7.0412,1
-7.0026,-0.64343,7.0321,1
-7.3316,-0.31807,7.3385,1
-6.6477,-0.32396,6.6556,1
-6.6602,-0.17701,6.6626,1
-7.3804,-0.20586,7.3833,1
-6.4565,0.022558,6.4565,1
-7.136,-0.78172,7.1787,1
-7.3932,-0.5681,7.415,1
-6.6173,-0.71022,6.6553,1
-6.8621,-0.47193,6.8783,1
-6.4245,-0.14705,6.4262,1
-7.3793,-0.20586,7.3822,1
-6.6825,-0.57822,6.7075,1
-7.1403,-0.52576,7.1596,1
-7.1613,-0.52633,7.1806,1
-6.6074,-0.70827,6.6453,1
-6.9683,-0.2873,6.9742,1
-7.2838,0.066526,7.2841,1
-6.9627,0.030286,6.9628,1
-6.6886,-0.56896,6.7128,1
-6.9081,-0.10651,6.9089,1
-7.1613,-0.59929,7.1863,1
-6.6167,-0.56239,6.6406,1
-7.0104,0.169,7.0124,1
-7.0128,-0.23522,7.0167,1
-7.0449,-0.4378,7.0585,1
-7.1784,-0.25573,7.183,1
-6.5478,0.11502,6.5488,1
-6.3963,-0.29321,6.403,1
-6.7669,-0.19001,6.7696,1
-6.4578,-0.29857,6.4647,1
-6.751,-0.040579,6.7511,1
-6.676,-0.19683,6.6789,1
-6.7592,0.00024632,6.7592,1
-7.2482,0.3665,7.2575,1
-7.3104,-0.24306,7.3144,1
-7.1266,-0.038533,7.1267,1
-7.3063,-0.080225,7.3067,1
-6.9534,0.43541,6.967,1
-6.5824,-0.19459,6.5853,1
-7.1106,-0.065641,7.1109,1
-7.0907,-0.0055504,7.0907,1
-6.4455,0.079437,6.446,1
-6.503,0.61301,6.5318,1
-6.982,0.21529,6.9853,1
-7.3188,0.087795,7.3193,1
-6.603,0.79591,6.6508,1
-6.8354,0.77604,6.8793,1
-6.7447,0.6765,6.7785,1
-6.6211,0.080772,6.6216,1
-6.9795,0.30624,6.9862,1
-6.7563,0.92358,6.8191,1
-6.8154,0.95555,6.8821,1
-6.3938,0.69316,6.4313,1
-7.0569,0.54127,7.0776,1
-7.1682,0.32083,7.1754,1
-6.363,0.42924,6.3775,1
-6.5388,0.095987,6.5395,1
-6.7236,0.85306,6.7775,1
-6.6945,0.19088,6.6972,1
-6.5145,0.96536,6.5856,1
-7.1003,0.20607,7.1033,1
-7.0846,1.1411,7.1759,1
-7.0503,0.19528,7.053,1
-6.9829,0.47459,6.999,1
-6.876,1.1406,6.97,1
-7.0057,1.0242,7.0802,1
-6.5603,0.35582,6.5699,1
-6.766,0.4743,6.7826,1
-7.0373,1.3705,7.1695,1
-6.9946,0.74602,7.0343,1
-6.5893,0.56909,6.6138,1
-7.187,1.1356,7.2762,1
-6.6163,0.95654,6.6851,1
-6.526,0.89824,6.5875,1
-7.1416,0.88723,7.1965,1
-6.5863,0.66139,6.6194,1
-6.5516,1.1979,6.6602,1
-7.1321,0.93307,7.1929,1
-6.6405,0.65324,6.6726,1
-6.5326,0.60448,6.5605,1
-6.7949,1.3081,6.9197,1
-6.3354,0.68896,6.3728,1
-6.3833,0.85263,6.44,1
-7.1322,1.0915,7.2152,1
-7.0571,1.0803,7.1393,1
-6.3536,1.3963,6.5052,1
-6.8962,0.82219,6.945,1
-7.117,1.4966,7.2727,1
-6.8122,1.3223,6.9393,1
-7.0002,1.3778,7.1345,1
-6.7843,1.1108,6.8746,1
-6.34,1.083,6.4318,1
-6.9668,0.80688,7.0134,1
-7.119,1.4597,7.2671,1
-6.406,1.4875,6.5764,1
-6.9532,1.7522,7.1706,1
-6.5221,1.4001,6.6707,1
-6.6038,1.7537,6.8327,1
-6.4284,1.4783,6.5962,1
-6.2181,1.707,6.4481,1
-6.506,1.4238,6.66,1
-6.681,1.224,6.7922,1
-6.7462,1.3664,6.8832,1
-6.8457,1.3155,6.971,1
-7.0903,1.6388,7.2772,1
-6.8668,2.0463,7.1652,1
-6.2201,1.4278,6.3819,1
-6.8564,1.1638,6.9545,1
-6.6713,1.5711,6.8538,1
-6.2092,1.8966,6.4924,1
-6.2134,1.7423,6.4531,1
-6.0804,1.4548,6.252,1
-6.3644,1.6532,6.5756,1
-6.4195,1.9543,6.7104,1
-6.208,1.6891,6.4337,1
-6.5522,2.1165,6.8856,1
-6.7749,1.5223,6.9438,1
-6.1725,2.1568,6.5385,1
-6.0165,2.1214,6.3795,1
-6.1092,1.8971,6.397,1
-6.9776,1.9,7.2317,1
-7.0077,1.4691,7.16,1
-6.899,2.0106,7.186,1
-6.1473,2.424,6.608,1
-6.5514,2.0266,6.8577,1
-6.8728,2.2315,7.226,1
-6.7515,2.1912,7.0982,1
-6.7488,1.9089,7.0136,1
-6.0042,2.5228,6.5127,1
-6.8559,2.2859,7.2269,1
-6.8309,2.4896,7.2704,1
-6.8393,1.7683,7.0642,1
-6.1477,2.1894,6.5259,1
-6.1271,1.9265,6.4228,1
-6.3316,1.8762,6.6037,1
-6.4891,2.4156,6.9241,1
-6.266,2.0463,6.5917,1
-6.8888,1.8208,7.1254,1
-5.9664,2.6832,6.542,1
-6.3628,2.595,6.8716,1
-6.2699,2.3947,6.7116,1
-6.3166,2.0625,6.6448,1
-6.507,2.034,6.8175,1
-6.3585,1.975,6.6582,1
-6.3041,1.837,6.5663,1
-6.115,2.1759,6.4906,1
-6.5122,1.9601,6.8008,1
-6.2535,2.6968,6.8102,1
-6.0945,2.3822,6.5435,1
-5.9993,2.1683,6.3791,1
-6.1986,2.5629,6.7075,1
-6.5831,2.6931,7.1127,1
-6.4034,2.3191,6.8104,1
-6.1279,2.8253,6.7478,1
-6.2851,2.9056,6.9242,1
-5.7786,2.7715,6.4089,1
-6.1437,2.6505,6.6911,1
-5.8352,2.9613,6.5436,1
-6.0217,3.0656,6.7571,1
-6.6613,2.8976,7.2642,1
-6.0908,2.2575,6.4957,1
-6.1914,2.0876,6.5339,1
-6.1337,2.6028,6.6631,1
-5.9429,2.2086,6.34,1
-6.1843,2.91,6.8347,1
-6.5789,2.497,7.0368,1
-6.182,2.2057,6.5637,1
-5.9447,2.2973,6.3732,1
-5.8499,2.824,6.4959,1
-5.975,3.0375,6.7028,1
-5.7855,2.6708,6.3722,1
-6.0175,2.9335,6.6945,1
-6.5917,2.7838,7.1554,1
-6.2544,3.167,7.0105,1
-6.338,2.6674,6.8764,1
-5.5978,3.1905,6.4432,1
-5.6221,3.2795,6.5087,1
-5.8209,2.6401,6.3916,1
-5.5794,3.2742,6.4692,1
-6.2023,3.1076,6.9373,1
-5.8371,2.8757,6.507,1
-6.2289,2.6984,6.7883,1
-6.0199,2.6253,6.5674,1
-5.9171,3.4081,6.8284,1
-5.998,3.0689,6.7375,1
-6.1839,3.2707,6.9956,1
-5.7621,2.89,6.4462,1
-6.1386,2.5627,6.6521,1
-5.9605,2.8119,6.5905,1
-5.6695,2.6834,6.2725,1
-6.1558,3.1585,6.9188,1
-6.2891,2.6145,6.8109,1
-5.6231,2.7585,6.2633,1
-5.7993,3.1966,6.6219,1
-6.1276,2.9218,6.7885,1
-5.4542,3.5151,6.4888,1
-6.3932,3.4402,7.26,1
-6.284,3.6193,7.2518,1
-5.4879,2.8979,6.206,1
-5.4303,3.6225,6.5277,1
-5.7593,3.2234,6.6,1
-6.3333,3.4926,7.2325,1
-5.767,2.9307,6.4689,1
-6.126,3.7992,7.2085,1
-5.8436,3.2807,6.7015,1
-5.9522,3.4566,6.8831,1
-6.2842,3.7359,7.3108,1
-5.8493,3.1161,6.6275,1
-5.8824,3.7118,6.9556,1
-5.4504,3.0881,6.2644,1
-5.7434,3.6775,6.8199,1
-5.616,2.974,6.3549,1
-5.4769,3.5453,6.5242,1
-5.8682,3.0514,6.6141,1
-5.3558,3.4156,6.3522,1
-5.9014,3.7161,6.9739,1
-5.5457,3.5987,6.611,1
-5.392,3.1067,6.223,1
-5.8654,3.7195,6.9453,1
-5.3507,3.668,6.4872,1
-5.6807,3.7571,6.8107,1
-5.801,3.4299,6.7391,1
-5.5531,3.9342,6.8055,1
-5.5037,3.6817,6.6216,1
-5.9311,3.3115,6.7929,1
-5.5283,3.7352,6.6719,1
-5.6168,3.3113,6.5202,1
-5.3177,3.5716,6.4058,1
-5.6845,3.5013,6.6763,1
-5.3908,3.9205,6.6657,1
-5.591,4.1629,6.9706,1
-5.4375,3.3318,6.3771,1
-5.9276,3.9264,7.1101,1
-5.7467,3.5939,6.778,1
-5.6069,3.3307,6.5216,1
-5.3711,4.1563,6.7914,1
-5.1263,3.6861,6.314,1
-5.3918,3.3143,6.329,1
-5.1725,3.7855,6.4097,1
-5.1185,3.8338,6.3951,1
-5.0789,3.6636,6.2624,1
-5.363,4.3522,6.9068,1
-5.9087,3.5326,6.8842,1
-5.6157,3.5338,6.635,1
-5.2613,4.2998,6.7948,1
-5.0091,4.3019,6.6028,1
-5.6046,4.3512,7.0954,1
-4.8779,4.309,6.5086,1
-5.2812,3.9873,6.6174,1
-4.8029,3.6385,6.0255,1
-4.9164,4.4287,6.617,1
-5.2416,3.5813,6.3482,1
-5.245,3.9236,6.5502,1
-5.2597,4.2319,6.7508,1
-4.7717,4.1671,6.3351,1
-5.73,4.1411,7.0698,1
-5.0518,3.7779,6.3082,1
-4.7952,4.4097,6.5146,1
-5.2934,4.0829,6.6851,1
-4.987,4.4034,6.6528,1
-4.8055,4.0761,6.3014,1
-4.7733,3.7688,6.0818,1
-4.6897,4.5872,6.5602,1
-5.0925,3.7851,6.3451,1
-4.8696,4.4121,6.5711,1
-5.5976,3.9116,6.8289,1
-4.8705,3.8389,6.2015,1
-5.4947,4.291,6.9717,1
-4.5478,4.0776,6.1081,1
-4.8721,4.6227,6.7162,1
-4.5863,4.6024,6.4974,1
-4.8926,4.7096,6.791,1
-5.0391,4.6587,6.8627,1
-4.5511,4.4356,6.3551,1
-5.3771,4.6686,7.121,1
-5.3156,4.106,6.7168,1
-5.3075,3.9376,6.6086,1
-5.0948,4.4178,6.7434,1
-4.8303,4.1233,6.3509,1
-5.2313,4.7382,7.0581,1
-5.2568,4.9333,7.2091,1
-5.2403,4.6069,6.9774,1
-4.5013,4.7897,6.5729,1
-4.3602,4.0442,5.947,1
-4.8985,4.6975,6.7869,1
-5.2009,4.9651,7.1904,1
-4.6591,4.8524,6.727,1
-4.6064,4.4709,6.4193,1
-4.5707,4.5138,6.4238,1
-4.7888,4.0961,6.3016,1
-4.6651,4.334,6.3676,1
-5.1263,4.1658,6.6055,1
-4.3284,4.6213,6.3318,1
-4.9872,4.8534,6.959,1
-4.2633,4.6257,6.2907,1
-4.7662,4.2556,6.3896,1
-4.4958,4.4708,6.3404,1
-4.4434,5.0774,6.7471,1
-5.1213,4.2366,6.6465,1
-4.6615,4.9962,6.8331,1
-5.0147,5.0138,7.0912,1
-4.2452,4.9892,6.5509,1
-4.7779,5.0723,6.9683,1
-4.0879,5.0943,6.5317,1
-5.0249,4.5343,6.7683,1
-4.1993,5.1948,6.6798,1
-4.3235,5.0928,6.6805,1
-4.5023,4.7047,6.5119,1
-4.7939,4.9922,6.9212,1
-4.0367,5.0329,6.4517,1
-4.39,5.0902,6.7218,1
-4.252,4.6417,6.2948,1
-4.5266,4.9812,6.7307,1
-4.2503,5.1816,6.7018,1
-4.7372,5.2897,7.1008,1
-4.791,5.1346,7.0227,1
-4.6344,4.588,6.5213,1
-4.1295,5.2809,6.7038,1
-4.5241,5.3878,7.0353,1
-4.8349,5.223,7.1173,1
-4.2272,5.0447,6.5817,1
-4.1417,4.7422,6.2962,1
-4.8709,4.7076,6.774,1
-4.1084,4.5112,6.1016,1
-4.4296,5.3333,6.9329,1
-4.5799,5.1722,6.9085,1
-3.8651,5.016,6.3324,1
7.2534,2.9023,7.8125,2
7.0262,2.6673,7.5154,2
7.1218,2.1679,7.4444,2
6.924,2.2705,7.2868,2
6.4895,2.4063,6.9213,2
6.7804,1.939,7.0522,2
7.1144,1.972,7.3826,2
6.3676,2.4196,6.8118,2
6.3302,2.5462,6.8231,2
6.7621,2.5485,7.2264,2
7.0353,1.8789,7.2819,2
7.0571,2.1217,7.3691,2
7.0705,2.0331,7.357,2
6.7305,2.2799,7.1062,2
6.8249,1.9868,7.1082,2
6.5339,2.0434,6.846,2
6.8916,1.6145,7.0782,2
6.9689,1.8192,7.2024,2
6.7011,2.5124,7.1566,2
6.7494,1.6121,6.9393,2
6.6798,2.3501,7.0812,2
6.5794,1.5374,6.7566,2
7.0509,1.9447,7.3142,2
7.265,1.7516,7.4732,2
7.163,1.8549,7.3993,2
6.6414,2.021,6.9421,2
6.8719,1.9241,7.1362,2
6.5782,2.1724,6.9276,2
7.3092,1.8983,7.5517,2
6.7836,2.3285,7.1721,2
7.1798,1.4279,7.3204,2
6.7757,1.8786,7.0313,2
7.2269,1.4439,7.3697,2
6.3978,1.3939,6.5479,2
7.2933,1.5851,7.4636,2
6.4762,2.1836,6.8344,2
7.0564,1.6132,7.2385,2
7.3516,1.9845,7.6147,2
7.0404,1.3084,7.1609,2
7.1512,1.6669,7.3429,2
6.543,1.7917,6.7839,2
7.0898,1.316,7.2109,2
6.9577,1.2086,7.0619,2
7.2184,1.4911,7.3708,2
7.0275,1.6247,7.2129,2
7.331,1.6797,7.521,2
6.4309,1.0264,6.5123,2
6.9031,1.3997,7.0436,2
7.3061,1.2197,7.4072,2
7.2005,1.2036,7.3004,2
6.9093,1.8753,7.1593,2
7.0479,1.4808,7.2018,2
6.4069,1.1555,6.5103,2
7.0024,1.2437,7.112,2
6.4662,1.8271,6.7194,2
6.6157,1.6148,6.8099,2
7.0234,1.7134,7.2294,2
7.0136,1.288,7.1309,2
7.0009,1.4372,7.1469,2
6.4183,1.2514,6.5392,2
6.6742,1.2738,6.7947,2
6.9226,1.2144,7.0283,2
7.1511,1.5762,7.3227,2
6.8926,1.3196,7.0178,2
7.2866,1.456,7.4306,2
7.2273,1.5672,7.3953,2
7.0904,0.98631,7.1587,2
6.9253,1.5309,7.0925,2
7.3171,0.74421,7.3548,2
6.4547,1.4737,6.6208,2
6.9508,1.4613,7.1027,2
6.9717,0.77084,7.0142,2
7.0165,1.1795,7.1149,2
7.2573,1.4668,7.404,2
7.1081,0.83328,7.1568,2
6.6039,1.3317,6.7368,2
6.6703,0.64223,6.7011,2
6.9308,0.98432,7.0003,2
7.1512,1.4148,7.2898,2
6.8804,0.8113,6.9281,2
7.0677,0.63826,7.0965,2
6.7513,1.0334,6.8299,2
6.3484,1.1882,6.4586,2
7.0745,1.3107,7.1949,2
7.174,0.4823,7.1902,2
6.8007,0.56163,6.8239,2
7.0625,0.81546,7.1094,2
7.2141,0.66642,7.2448,2
6.6014,1.0144,6.6789,2
6.5623,0.52649,6.5834,2
6.6027,0.87002,6.6598,2
6.7057,0.9095,6.7671,2
7.1904,0.68761,7.2232,2
7.1126,0.85168,7.1634,2
6.5671,0.78883,6.6143,2
6.7366,1.0512,6.8181,2
6.377,0.87165,6.4363,2
6.5682,0.98318,6.6414,2
7.0936,0.42803,7.1065,2
7.0797,0.44763,7.0938,2
6.7024,1.1124,6.7941,2
6.7824,0.92775,6.8456,2
6.9296,0.25147,6.9342,2
6.946,0.049422,6.9462,2
6.3764,0.97254,6.4501,2
6.6908,0.15346,6.6926,2
7.2582,0.023198,7.2582,2
6.853,0.59728,6.879,2
6.8828,-0.029131,6.8829,2
6.2978,0.91081,6.3633,2
6.5638,0.52811,6.585,2
7.0158,0.74472,7.0552,2
6.9568,0.12217,6.9579,2
6.8941,0.081859,6.8946,2
7.1811,0.037631,7.1812,2
6.7118,0.61741,6.7401,2
6.9404,0.42845,6.9536,2
7.0716,-0.093542,7.0722,2
7.0081,-0.11011,7.009,2
6.2992,0.46907,6.3166,2
7.0695,0.49242,7.0866,2
6.9772,0.02551,6.9772,2
6.8766,0.16868,6.8787,2
6.6969,-0.23324,6.701,2
6.7206,0.30787,6.7276,2
6.9148,0.41351,6.9272,2
6.913,-0.17367,6.9152,2
6.6455,0.18222,6.648,2
6.3576,0.54552,6.381,2
6.3881,0.46036,6.4047,2
6.6085,-0.36789,6.6187,2
7.0523,-0.45753,7.0671,2
7.064,-0.3071,7.0707,2
6.4182,0.14518,6.4198,2
6.554,-0.11997,6.5551,2
6.8473,-0.21496,6.8507,2
6.2261,0.081001,6.2266,2
6.3288,-0.38765,6.3407,2
6.9654,0.34431,6.9739,2
7.0642,0.34532,7.0726,2
6.5062,-0.4128,6.5193,2
6.2649,-0.62937,6.2964,2
6.8463,-0.51336,6.8655,2
6.4916,-0.32693,6.4998,2
6.8961,-0.2237,6.8997,2
6.9053,-0.48326,6.9222,2
6.4393,0.07677,6.4398,2
6.8709,0.1122,6.8718,2
6.1309,-0.22187,6.1349,2
6.6938,-0.17159,6.696,2
6.6828,-0.65028,6.7144,2
6.9838,-0.62499,7.0117,2
6.7515,-0.34085,6.7601,2
6.492,-0.63008,6.5225,2
6.16,-0.063814,6.1603,2
6.4282,-0.72193,6.4686,2
6.7266,-0.41609,6.7395,2
6.2593,-0.030359,6.2594,2
6.3834,-0.088374,6.384,2
6.276,-0.23172,6.2803,2
6.3321,-0.44335,6.3476,2
6.6206,-0.66846,6.6543,2
6.9942,-0.3985,7.0055,2
6.6025,-0.31751,6.6101,2
6.4854,-0.11641,6.4864,2
6.7328,-0.04096,6.7329,2
6.7371,-0.89102,6.7958,2
6.614,-0.44991,6.6293,2
6.289,-0.063306,6.2893,2
6.3911,-0.73188,6.4329,2
6.7967,-0.83443,6.8477,2
6.3981,-0.41934,6.4118,2
6.9283,-0.50548,6.9467,2
6.7047,-0.91856,6.7673,2
6.896,-0.96271,6.9629,2
6.7491,-1.004,6.8234,2
6.7496,-0.49168,6.7675,2
6.2807,-0.24745,6.2856,2
6.297,-0.83896,6.3526,2
6.7659,-0.54068,6.7875,2
6.6116,-0.38771,6.623,2
6.342,-1.274,6.4687,2
6.1895,-1.0655,6.2805,2
6.9042,-0.73504,6.9432,2
6.8673,-0.68458,6.9013,2
6.7848,-0.52173,6.8048,2
6.7494,-1.3404,6.8812,2
6.4377,-1.0007,6.515,2
6.0587,-0.99669,6.1401,2
6.4868,-0.53791,6.5091,2
6.5297,-0.85305,6.5852,2
6.6631,-0.50694,6.6824,2
6.1745,-1.119,6.2751,2
6.3942,-0.81196,6.4455,2
6.295,-0.49113,6.3141,2
6.408,-0.90299,6.4713,2
6.549,-0.90888,6.6118,2
6.0372,-0.5642,6.0635,2
6.5742,-0.95278,6.6429,2
6.0381,-1.235,6.1631,2
6.097,-1.0557,6.1877,2
6.7401,-1.0452,6.8207,2
6.3842,-0.62477,6.4147,2
6.1138,-0.69963,6.1537,2
6.1899,-0.96709,6.265,2
6.5885,-1.3358,6.7226,2
6.1001,-1.4369,6.267,2
6.0742,-1.6269,6.2883,2
5.7827,-0.89371,5.8514,2
6.6176,-0.99307,6.6917,2
6.0968,-1.0015,6.1785,2
6.3691,-0.91558,6.4346,2
6.2355,-1.135,6.338,2
6.2022,-1.1254,6.3035,2
6.7133,-1.3071,6.8394,2
6.3184,-1.474,6.4881,2
5.7733,-0.95412,5.8516,2
6.1284,-1.5561,6.3229,2
5.693,-1.6502,5.9273,2
6.2404,-1.1051,6.3375,2
5.8179,-1.6775,6.0549,2
6.6178,-1.109,6.7101,2
5.8004,-1.092,5.9023,2
6.4349,-1.3539,6.5758,2
5.8746,-1.0439,5.9666,2
6.1067,-1.1358,6.2114,2
5.623,-1.6984,5.8739,2
6.3714,-1.015,6.4517,2
5.6205,-1.8178,5.9071,2
6.1597,-1.8588,6.4341,2
6.4339,-1.2787,6.5597,2
6.3719,-1.3663,6.5167,2
5.878,-1.7946,6.1459,2
6.0811,-1.9665,6.3912,2
6.0834,-1.1502,6.1912,2
6.5112,-1.8991,6.7825,2
5.7889,-1.7994,6.0621,2
6.0128,-1.9136,6.31,2
5.5858,-1.7819,5.8631,2
5.6019,-2.1094,5.9859,2
6.3418,-1.8559,6.6078,2
6.1018,-2.0921,6.4505,2
6.3114,-1.8322,6.572,2
6.2712,-1.5887,6.4693,2
5.9056,-1.4816,6.0886,2
5.743,-1.2263,5.8725,2
5.4645,-1.594,5.6922,2
6.3485,-1.7122,6.5753,2
6.3017,-1.834,6.5632,2
6.1531,-1.894,6.438,2
5.6077,-1.7706,5.8806,2
6.1499,-1.5144,6.3336,2
5.6128,-2.0469,5.9744,2
5.6209,-2.0664,5.9887,2
5.6168,-1.348,5.7763,2
6.3593,-1.712,6.5857,2
5.4605,-2.0596,5.836,2
6.0127,-1.453,6.1858,2
5.7838,-2.0574,6.1388,2
6.1594,-1.4223,6.3215,2
5.5437,-2.1574,5.9487,2
5.8556,-1.5497,6.0572,2
5.7747,-1.8365,6.0597,2
5.3947,-2.2841,5.8583,2
5.509,-2.1138,5.9006,2
5.8915,-1.8055,6.1619,2
5.3382,-1.72,5.6085,2
5.887,-2.3695,6.346,2
6.2248,-2.457,6.6922,2
5.8364,-2.2735,6.2636,2
6.1923,-1.7199,6.4267,2
6.059,-1.8582,6.3375,2
5.6492,-2.2752,6.0902,2
5.8872,-2.3173,6.3268,2
5.3675,-2.0848,5.7582,2
5.6961,-1.7793,5.9675,2
5.7176,-2.2807,6.1557,2
5.7695,-2.2928,6.2084,2
5.6411,-1.8383,5.9331,2
5.2492,-2.0435,5.6329,2
5.5247,-2.3648,6.0095,2
5.5584,-2.6643,6.164,2
5.428,-2.493,5.9731,2
5.9676,-2.2123,6.3645,2
5.4818,-2.3567,5.9669,2
5.2652,-1.777,5.557,2
5.2582,-1.9324,5.602,2
6.0459,-1.9303,6.3466,2
5.8492,-2.4731,6.3505,2
5.2275,-2.7056,5.8862,2
5.9276,-1.812,6.1984,2
5.4548,-2.4684,5.9873,2
5.9529,-2.2336,6.3581,2
5.4477,-1.9963,5.802,2
5.2186,-1.9769,5.5805,2
5.2632,-2.1514,5.6859,2
5.2755,-1.9456,5.6228,2
5.4121,-2.0426,5.7847,2
5.1636,-1.9239,5.5104,2
5.8361,-2.2728,6.263,2
5.611,-2.7172,6.2343,2
5.0283,-2.3435,5.5476,2
5.1215,-2.2543,5.5957,2
5.799,-2.7822,6.4319,2
5.2095,-2.6124,5.8278,2
5.3096,-2.3003,5.7865,2
5.493,-2.6965,6.1192,2
4.9722,-2.9181,5.7652,2
5.5926,-2.8302,6.268,2
5.432,-2.783,6.1034,2
5.6218,-2.6293,6.2063,2
5.3574,-2.9158,6.0995,2
